"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"7/29/2021","7/29/2021","8/2/2021","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","12.820512","$39.00","($500.00)"
"7/29/2021","7/29/2021","8/2/2021","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","10","$38.00","($380.00)"
"7/27/2021","7/27/2021","7/29/2021","MSFT","Microsoft
CUSIP: 594918104","Buy","0.349931","$285.78","($100.00)"
"7/27/2021","7/27/2021","7/29/2021","SNOW","Snowflake
CUSIP: 833445109","Buy","0.382504","$261.44","($100.00)"
"7/27/2021","7/27/2021","7/29/2021","QCOM","Qualcomm
CUSIP: 747525103","Buy","0.712656","$140.32","($100.00)"
"7/27/2021","7/27/2021","7/29/2021","RGEN","Repligen
CUSIP: 759916109","Sell","0.073397","$214.94","$15.78"
"7/27/2021","7/27/2021","7/29/2021","RGEN","Repligen
CUSIP: 759916109","Sell","2","$213.00","$426.00"
"7/26/2021","7/26/2021","7/28/2021","SNOW","Snowflake
CUSIP: 833445109","Buy","0.373297","$267.88","($100.00)"
"7/26/2021","7/26/2021","7/28/2021","QCOM","Qualcomm
CUSIP: 747525103","Buy","0.699422","$142.97","($100.00)"
"7/26/2021","7/26/2021","7/28/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","9","$15.07","($135.60)"
"7/26/2021","7/26/2021","7/28/2021","MSFT","Microsoft
CUSIP: 594918104","Buy","0.347403","$287.86","($100.00)"
"7/26/2021","7/26/2021","7/28/2021","SNOW","Snowflake
CUSIP: 833445109","Buy","0.372619","$268.37","($100.00)"
"7/23/2021","7/23/2021","7/26/2021","BIGC","BIGC 8/20/2021 Call $70.00","STO","1","$4.95","$494.98"
"7/23/2021","7/23/2021","7/27/2021","SOL","Emeren
CUSIP: 75971T301","Buy","200","$6.87","($1,373.52)"
"7/22/2021","7/22/2021","7/26/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","9.993328","$14.99","($149.80)"
"7/22/2021","7/22/2021","7/26/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","0.013351","$14.98","($0.20)"
"7/22/2021","7/22/2021","7/22/2021","","Gold Fee","GOLD","","","($5.00)"
"7/22/2021","7/22/2021","7/22/2021","","Aggregated Margin Interest","MINT","","","($7.59)"
"7/19/2021","7/19/2021","7/21/2021","SNOW","Snowflake
CUSIP: 833445109","Buy","0.411175","$243.20","($100.00)"
"7/16/2021","7/16/2021","7/19/2021","BIGC","Option Expiration for BIGC 7/16/2021 Call $70.00","OEXP","1","",""
"7/16/2021","7/16/2021","7/20/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","6.884681","$14.52","($100.00)"
"7/15/2021","7/15/2021","7/19/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","9.922538","$15.12","($150.00)"
"7/14/2021","7/14/2021","7/16/2021","MSFT","Microsoft
CUSIP: 594918104","Buy","0.354113","$282.40","($100.00)"
"7/14/2021","7/14/2021","7/16/2021","SNOW","Snowflake
CUSIP: 833445109","Buy","0.390541","$256.06","($100.00)"
"7/13/2021","7/13/2021","7/15/2021","MSFT","Microsoft
CUSIP: 594918104","Buy","0.356011","$280.89","($100.00)"
"7/13/2021","7/13/2021","7/15/2021","XELA","Exela Technologies
CUSIP: 30162V409","Sell","163","$5.14","$837.79"
"7/12/2021","7/12/2021","7/14/2021","SNOW","Snowflake
CUSIP: 833445109","Buy","0.378744","$264.03","($100.00)"
"7/12/2021","7/12/2021","7/14/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","5","$17.46","($87.33)"
"7/12/2021","7/12/2021","7/14/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","0.725737","$17.46","($12.67)"
"7/8/2021","7/8/2021","7/12/2021","RGEN","Repligen
CUSIP: 759916109","Buy","0.2","$201.89","($40.38)"
"7/7/2021","7/7/2021","7/9/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","2.84495","$17.56","($49.97)"
"7/7/2021","7/7/2021","7/9/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","0.001707","$17.56","($0.03)"
"7/7/2021","7/7/2021","7/9/2021","AMZN","Amazon
CUSIP: 023135106","Buy","0.027045","$3,697.43","($100.00)"
"7/7/2021","7/7/2021","7/9/2021","PLTR","Palantir Technologies
CUSIP: 69608A108","Buy","2.063131","$24.22","($49.97)"
"7/7/2021","7/7/2021","7/9/2021","PLTR","Palantir Technologies
CUSIP: 69608A108","Buy","0.001238","$24.22","($0.03)"
"7/6/2021","7/6/2021","7/8/2021","PINS","Pinterest
CUSIP: 72352L106","Sell","9.663055","$81.44","$786.98"
"7/2/2021","7/2/2021","7/7/2021","MSFT","Microsoft
CUSIP: 594918104","Buy","0.363543","$275.07","($100.00)"
"6/24/2021","6/24/2021","6/28/2021","SNOW","Snowflake
CUSIP: 833445109","Buy","0.399928","$250.04","($100.00)"
"6/24/2021","6/24/2021","6/28/2021","FVRR","Fiverr International
CUSIP: M4R82T106","Sell","2.811279","$249.05","$700.14"
"6/22/2021","6/22/2021","6/24/2021","PLTR","Palantir Technologies
CUSIP: 69608A108","Buy","3.975352","$25.16","($100.00)"
"6/22/2021","6/22/2021","6/24/2021","DDOG","Datadog
CUSIP: 23804L103","Sell","0.314289","$103.93","$32.66"
"6/22/2021","6/22/2021","6/24/2021","DDOG","Datadog
CUSIP: 23804L103","Sell","4","$104.00","$416.00"
"6/22/2021","6/22/2021","6/22/2021","","Gold Fee","GOLD","","","($5.00)"
"6/22/2021","6/22/2021","6/22/2021","","Aggregated Margin Interest","MINT","","","($12.09)"
"6/16/2021","6/16/2021","6/16/2021","","ACH Withdrawal","ACH","","","($500.00)"
"6/16/2021","6/16/2021","6/18/2021","DOCU","DocuSign
CUSIP: 256163106","Sell","2","$253.97","$507.93"
"6/16/2021","6/16/2021","6/18/2021","DOCU","DocuSign
CUSIP: 256163106","Sell","0.019279","$254.00","$4.90"
"6/15/2021","6/15/2021","6/16/2021","XOM","XOM 1/21/2022 Call $45.00","STC","1","$19.00","$1,899.98"
"6/14/2021","6/14/2021","6/16/2021","XELA","Exela Technologies
CUSIP: 30162V409","Buy","163","$1.57","($255.58)"
"6/14/2021","6/14/2021","6/15/2021","BIGC","BIGC 7/16/2021 Call $70.00","STO","1","$2.56","$255.98"
"6/14/2021","6/14/2021","6/16/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","4.990443","$20.04","($100.00)"
"6/14/2021","6/14/2021","6/16/2021","PLTR","Palantir Technologies
CUSIP: 69608A108","Buy","0.024954","$24.84","($0.62)"
"6/14/2021","6/14/2021","6/16/2021","PLTR","Palantir Technologies
CUSIP: 69608A108","Buy","3.999517","$24.85","($99.38)"
"6/11/2021","6/11/2021","6/15/2021","PLTR","Palantir Technologies
CUSIP: 69608A108","Buy","2","$24.32","($48.64)"
"6/8/2021","6/8/2021","6/8/2021","","ACH Withdrawal","ACH","","","($1,500.00)"
"6/4/2021","6/4/2021","6/8/2021","SHOP","Shopify
CUSIP: 82509L107","Sell","0.451311","$1,219.94","$550.56"
"6/2/2021","6/2/2021","6/4/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","3","$22.42","($67.26)"
"6/2/2021","6/2/2021","6/4/2021","CCIV","Churchill Capital
CUSIP: 171439102","Sell","0.91336","$22.58","$20.62"
"6/2/2021","6/2/2021","6/4/2021","CCIV","Churchill Capital
CUSIP: 171439102","Sell","7","$23.00","$161.00"
"5/28/2021","5/28/2021","6/2/2021","SNOW","Snowflake
CUSIP: 833445109","Buy","0.418191","$239.12","($100.00)"
"5/27/2021","5/27/2021","6/1/2021","GDRX","GoodRx
CUSIP: 38246G108","Sell","0.349256","$36.82","$12.86"
"5/27/2021","5/27/2021","6/1/2021","GDRX","GoodRx
CUSIP: 38246G108","Sell","16","$36.81","$588.95"
"5/27/2021","5/27/2021","6/1/2021","BYND","Beyond Meat
CUSIP: 08862E109","Sell","0.728119","$140.62","$102.39"
"5/24/2021","5/24/2021","5/24/2021","","Gold Fee","GOLD","","","($5.00)"
"5/24/2021","5/24/2021","5/24/2021","","Aggregated Margin Interest","MINT","","","($11.84)"
"5/20/2021","5/20/2021","5/24/2021","MRNA","Moderna
CUSIP: 60770K107","Sell","3","$165.38","$496.14"
"5/20/2021","5/20/2021","5/24/2021","MRNA","Moderna
CUSIP: 60770K107","Sell","0.718882","$165.44","$118.93"
"5/12/2021","5/12/2021","5/14/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","7.327027","$13.65","($100.00)"
"5/11/2021","5/11/2021","5/11/2021","","ACH Deposit","ACH","","","$1,000.00"
"5/7/2021","5/7/2021","5/11/2021","APPN","Appian
CUSIP: 03782L101","Buy","1.111605","$87.00","($96.71)"
"5/7/2021","5/7/2021","5/11/2021","APPN","Appian
CUSIP: 03782L101","Buy","0.037816","$87.00","($3.29)"
"5/6/2021","11/10/2021","5/10/2021","LMND","Lemonade
CUSIP: 52567D107","Buy","0.359157","$73.43","($26.37)"
"5/6/2021","11/10/2021","5/10/2021","LMND","Lemonade
CUSIP: 52567D107","BCXL","0.359157","$73.58","$26.42"
"5/6/2021","5/6/2021","5/10/2021","GDRX","GoodRx
CUSIP: 38246G108","Buy","0.003807","$34.14","($0.13)"
"5/6/2021","5/6/2021","5/10/2021","GDRX","GoodRx
CUSIP: 38246G108","Buy","2.925259","$34.14","($99.87)"
"5/6/2021","5/6/2021","5/10/2021","LMND","Lemonade
CUSIP: 52567D107","Buy","1","$73.44","($73.44)"
"5/6/2021","5/6/2021","5/10/2021","LMND","Lemonade
CUSIP: 52567D107","Buy","0.359157","$73.58","($26.42)"
"5/6/2021","5/6/2021","5/10/2021","LMND","Lemonade
CUSIP: 52567D107","Buy","0.001906","$73.44","($0.14)"
"5/6/2021","5/6/2021","5/10/2021","RDFN","Redfin
CUSIP: 75737F108","Buy","2.907421","$51.59","($150.00)"
"5/6/2021","5/6/2021","5/10/2021","ROKU","Roku
CUSIP: 77543R102","Buy","0.364792","$274.13","($100.00)"
"5/6/2021","5/6/2021","5/10/2021","MRNA","Moderna
CUSIP: 60770K107","Buy","0.010463","$146.23","($1.53)"
"5/6/2021","5/6/2021","5/10/2021","MRNA","Moderna
CUSIP: 60770K107","Buy","0.673446","$146.23","($98.47)"
"5/5/2021","5/5/2021","5/7/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","6.540949","$15.29","($100.00)"
"5/4/2021","5/4/2021","5/4/2021","","ACH Withdrawal","ACH","","","($3,000.00)"
"4/29/2021","4/29/2021","5/3/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","5.672149","$17.63","($100.00)"
"4/28/2021","4/28/2021","4/30/2021","ROKU","Roku
CUSIP: 77543R102","Buy","0.276871","$361.18","($100.00)"
"4/23/2021","4/23/2021","4/23/2021","","Gold Fee","GOLD","","","($5.00)"
"4/23/2021","4/23/2021","4/23/2021","","Aggregated Margin Interest","MINT","","","($7.02)"
"4/22/2021","4/22/2021","4/26/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","4.996045","$17.70","($88.43)"
"4/22/2021","4/22/2021","4/26/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","0.654509","$17.68","($11.57)"
"4/20/2021","4/20/2021","4/22/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","7.955765","$12.57","($100.00)"
"4/16/2021","4/16/2021","4/20/2021","PINS","Pinterest
CUSIP: 72352L106","Buy","1.937233","$77.43","($150.00)"
"4/15/2021","4/15/2021","4/19/2021","BYND","Beyond Meat
CUSIP: 08862E109","Buy","0.728119","$137.34","($100.00)"
"4/14/2021","4/14/2021","4/15/2021","XOM","XOM 6/18/2021 Call $47.50","STC","1","$9.90","$989.98"
"4/12/2021","4/12/2021","4/14/2021","PINS","Pinterest
CUSIP: 72352L106","Buy","1.820483","$82.40","($150.00)"
"4/9/2021","4/9/2021","4/13/2021","MELI","MercadoLibre
CUSIP: 58733R102","Buy","0.127891","$1,563.82","($200.00)"
"4/9/2021","4/9/2021","4/13/2021","ROKU","Roku
CUSIP: 77543R102","Buy","0.538307","$371.54","($200.00)"
"4/6/2021","4/6/2021","4/8/2021","MELI","MercadoLibre
CUSIP: 58733R102","Buy","0.066445","$1,505.00","($100.00)"
"4/1/2021","4/1/2021","4/6/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","0.109862","$19.57","($2.15)"
"4/1/2021","4/1/2021","4/6/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","4.997931","$19.58","($97.85)"
"3/31/2021","3/31/2021","4/5/2021","FVRR","Fiverr International
CUSIP: M4R82T106","Buy","0.467344","$213.98","($100.00)"
"3/30/2021","3/30/2021","4/1/2021","GDRX","GoodRx
CUSIP: 38246G108","Buy","0.595435","$37.90","($22.57)"
"3/30/2021","3/30/2021","4/1/2021","GDRX","GoodRx
CUSIP: 38246G108","Buy","5.991306","$37.96","($227.43)"
"3/25/2021","3/25/2021","3/29/2021","GDRX","GoodRx
CUSIP: 38246G108","Buy","0.837139","$36.56","($30.61)"
"3/25/2021","3/25/2021","3/29/2021","GDRX","GoodRx
CUSIP: 38246G108","Buy","5.99631","$36.59","($219.39)"
"3/24/2021","3/24/2021","3/24/2021","","Gold Fee","GOLD","","","($5.00)"
"3/24/2021","3/24/2021","3/24/2021","","Aggregated Margin Interest","MINT","","","($14.85)"
"3/23/2021","3/23/2021","3/23/2021","RKT","Manufactured Div: R/D 2021-03-09 P/D 2021-03-23 - 200 shares at 1.11","MDIV","","","$222.00"
"3/19/2021","3/19/2021","3/22/2021","RKT","RKT 3/19/2021 Call $21.89","OASGN","2","",""
"3/19/2021","3/19/2021","3/23/2021","RKT","Rocket Companies
CUSIP: 77311W101
2 RKT Options Assigned","Sell","200","$21.89","$4,377.95"
"3/19/2021","3/19/2021","3/23/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","3.990942","$24.29","($96.94)"
"3/19/2021","3/19/2021","3/23/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","0.126263","$24.24","($3.06)"
"3/15/2021","3/15/2021","3/17/2021","MELI","MercadoLibre
CUSIP: 58733R102","Buy","0.031856","$1,569.55","($50.00)"
"3/15/2021","3/15/2021","3/15/2021","","ACH Withdrawal","ACH","","","($3,000.00)"
"3/11/2021","3/11/2021","3/15/2021","SOL","Emeren
CUSIP: 75971T301","Sell","100","$16.14","$1,613.83"
"3/11/2021","3/11/2021","3/15/2021","CLII","Climate Change Crisis Real Impact
CUSIP: 18716C100","Sell","100","$14.22","$1,421.99"
"3/8/2021","3/8/2021","3/9/2021","DAL","DAL 6/18/2021 Call $50.00","STC","1","$4.05","$404.98"
"3/8/2021","3/8/2021","3/10/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","1.951219","$25.62","($50.00)"
"3/8/2021","3/8/2021","3/8/2021","RKT","RKT 3/19/2021 Call $23.00","OCA","2","",""
"3/8/2021","3/8/2021","3/8/2021","RKT","RKT 3/19/2021 Call $21.89","OCA","2S","",""
"3/5/2021","3/5/2021","3/9/2021","SKLZ","Skillz
CUSIP: 83067L109","Buy","3.653635","$27.37","($100.00)"
"3/3/2021","3/3/2021","3/5/2021","DOCU","DocuSign
CUSIP: 256163106","Buy","0.227458","$219.82","($50.00)"
"3/3/2021","3/3/2021","3/5/2021","SHOP","Shopify
CUSIP: 82509L107","Buy","0.040884","$1,222.97","($50.00)"
"3/3/2021","3/3/2021","3/5/2021","PINS","Pinterest
CUSIP: 72352L106","Buy","0.67087","$74.53","($50.00)"
"3/3/2021","3/3/2021","3/5/2021","ROKU","Roku
CUSIP: 77543R102","Buy","0.271672","$368.09","($100.00)"
"3/3/2021","3/3/2021","3/5/2021","APPN","Appian
CUSIP: 03782L101","Buy","0.317815","$157.32","($50.00)"
"3/3/2021","3/3/2021","3/5/2021","FVRR","Fiverr International
CUSIP: M4R82T106","Buy","0.206168","$242.52","($50.00)"
"2/26/2021","2/26/2021","3/1/2021","PLTR","Option Expiration for PLTR 2/26/2021 Call $30.00","OEXP","4S","",""
"2/23/2021","2/23/2021","2/25/2021","LMND","Lemonade
CUSIP: 52567D107","Buy","0.172644","$125.75","($21.71)"
"2/23/2021","2/23/2021","2/25/2021","TDOC","Teladoc Health
CUSIP: 87918A105","Buy","0.202273","$247.19","($50.00)"
"2/23/2021","2/23/2021","2/25/2021","LMND","Lemonade
CUSIP: 52567D107","Buy","0.149841","$124.42","($18.64)"
"2/23/2021","2/23/2021","2/25/2021","LMND","Lemonade
CUSIP: 52567D107","Buy","0.081497","$118.42","($9.65)"
"2/23/2021","2/23/2021","2/25/2021","RGEN","Repligen
CUSIP: 759916109","Buy","0.257208","$194.40","($50.00)"
"2/23/2021","2/23/2021","2/25/2021","FVRR","Fiverr International
CUSIP: M4R82T106","Buy","0.417763","$239.37","($100.00)"
"2/23/2021","2/23/2021","2/25/2021","ROKU","Roku
CUSIP: 77543R102","Buy","0.126874","$394.09","($50.00)"
"2/23/2021","2/23/2021","2/25/2021","CCIV","Churchill Capital
CUSIP: 171439102","Buy","2.999408","$32.95","($98.82)"
"2/23/2021","2/23/2021","2/25/2021","CCIV","Churchill Capital
CUSIP: 171439102","Buy","0.035822","$32.94","($1.18)"
"2/22/2021","11/10/2021","2/24/2021","DOCU","DocuSign
CUSIP: 256163106","Buy","0.203256","$245.84","($49.97)"
"2/22/2021","11/10/2021","2/24/2021","DOCU","DocuSign
CUSIP: 256163106","BCXL","0.203256","$246.00","$50.00"
"2/22/2021","2/22/2021","2/22/2021","","ACH Deposit","ACH","","","$2,000.00"
"2/22/2021","2/22/2021","2/24/2021","DOCU","DocuSign
CUSIP: 256163106","Buy","0.203256","$246.00","($50.00)"
"2/22/2021","2/22/2021","2/23/2021","PLTR","PLTR 2/26/2021 Call $30.00","BTO","4","$0.91","($364.00)"
"2/22/2021","2/22/2021","2/22/2021","","ACH Withdrawal","ACH","","","($1,025.00)"
"2/22/2021","2/22/2021","2/22/2021","","Gold Fee","GOLD","","","($5.00)"
"2/22/2021","2/22/2021","2/22/2021","","Aggregated Margin Interest","MINT","","","($13.95)"
"2/19/2021","2/19/2021","2/22/2021","HYLN","Option Expiration for HYLN 2/19/2021 Call $21.00","OEXP","3","",""
"2/19/2021","2/19/2021","2/22/2021","NIO","Option Expiration for NIO 2/19/2021 Call $60.00","OEXP","5S","",""
"2/19/2021","2/19/2021","2/22/2021","BIGC","BIGC 2/19/2021 Call $75.00","BTC","1","$0.06","($6.00)"
"2/19/2021","2/19/2021","2/22/2021","RKT","RKT 3/19/2021 Call $23.00","STO","2","$1.31","$261.98"
"2/18/2021","2/18/2021","2/22/2021","RDFN","Redfin
CUSIP: 75737F108","Buy","0.571297","$87.52","($50.00)"
"2/17/2021","2/17/2021","2/19/2021","SHOP","Shopify
CUSIP: 82509L107","Buy","0.036494","$1,370.08","($50.00)"
"2/16/2021","2/16/2021","2/17/2021","NIO","NIO 2/19/2021 Call $60.00","BTO","5","$1.20","($600.00)"
"2/16/2021","2/16/2021","2/18/2021","LMND","Lemonade
CUSIP: 52567D107","Buy","0.314732","$158.86","($50.00)"
"2/16/2021","2/16/2021","2/18/2021","DDOG","Datadog
CUSIP: 23804L103","Buy","0.462291","$108.16","($50.00)"
"2/16/2021","2/16/2021","2/17/2021","XOM","XOM 6/18/2021 Call $47.50","STC","1","$7.00","$699.97"
"2/16/2021","2/16/2021","2/18/2021","NMTR","9 Meters Biopharm
CUSIP: 654405109","Buy","17","$2.12","($36.04)"
"2/16/2021","2/16/2021","2/17/2021","FB","FB 2/19/2021 Call $275.00","STC","1","$3.00","$299.98"
"2/16/2021","2/16/2021","2/17/2021","FB","FB 2/19/2021 Call $275.00","STC","3","$3.00","$899.97"
"2/12/2021","2/12/2021","2/16/2021","FB","FB 2/19/2021 Call $275.00","BTO","2","$1.37","($274.00)"
"2/12/2021","2/12/2021","2/16/2021","FB","FB 2/19/2021 Call $275.00","BTO","2","$1.37","($274.00)"
"2/12/2021","2/12/2021","2/17/2021","SOL","Emeren
CUSIP: 75971T301","Buy","100","$23.02","($2,302.50)"
"2/12/2021","2/12/2021","2/17/2021","SENS","Senseonics
CUSIP: 81727U105","Sell","200","$4.15","$830.18"
"2/12/2021","2/12/2021","2/17/2021","TISI","Team
CUSIP: 878155100","Sell","25.690595","$10.93","$280.92"
"2/12/2021","2/12/2021","2/17/2021","OKTA","Okta
CUSIP: 679295105","Sell","0.356008","$293.43","$104.46"
"2/11/2021","11/10/2021","2/16/2021","PINS","Pinterest
CUSIP: 72352L106","BCXL","0.174329","$85.16","$14.84"
"2/11/2021","11/10/2021","2/16/2021","PINS","Pinterest
CUSIP: 72352L106","Buy","0.174329","$84.92","($14.80)"
"2/11/2021","2/11/2021","2/16/2021","NMTR","9 Meters Biopharm
CUSIP: 654405109","Buy","48.881773","$2.03","($99.23)"
"2/11/2021","2/11/2021","2/16/2021","NMTR","9 Meters Biopharm
CUSIP: 654405109","Buy","0.382716","$2.02","($0.77)"
"2/11/2021","2/11/2021","2/16/2021","PINS","Pinterest
CUSIP: 72352L106","Buy","0.002236","$84.97","($0.19)"
"2/11/2021","2/11/2021","2/16/2021","PINS","Pinterest
CUSIP: 72352L106","Buy","1","$84.97","($84.97)"
"2/11/2021","2/11/2021","2/16/2021","PINS","Pinterest
CUSIP: 72352L106","Buy","0.174329","$85.16","($14.84)"
"2/10/2021","2/10/2021","2/12/2021","RDFN","Redfin
CUSIP: 75737F108","Buy","0.571689","$87.46","($50.00)"
"2/9/2021","2/9/2021","2/11/2021","ZM","Zoom
CUSIP: 98980L101","Sell","0.241987","$413.56","$100.08"
"2/8/2021","2/8/2021","2/10/2021","SENS","Senseonics
CUSIP: 81727U105","Sell","200","$3.70","$739.96"
"2/8/2021","2/8/2021","2/10/2021","ZM","Zoom
CUSIP: 98980L101","Buy","0.241987","$413.24","($100.00)"
"2/8/2021","2/8/2021","2/10/2021","APPN","Appian
CUSIP: 03782L101","Buy","0.475499","$210.30","($100.00)"
"2/8/2021","2/8/2021","2/10/2021","TISI","Team
CUSIP: 878155100","Buy","8.971296","$10.80","($96.89)"
"2/8/2021","2/8/2021","2/10/2021","TISI","Team
CUSIP: 878155100","Buy","0.289363","$10.76","($3.11)"
"2/8/2021","2/8/2021","2/10/2021","SHOP","Shopify
CUSIP: 82509L107","Buy","0.037814","$1,322.25","($50.00)"
"2/8/2021","2/8/2021","2/10/2021","FVRR","Fiverr International
CUSIP: M4R82T106","Buy","0.350686","$285.16","($100.00)"
"2/5/2021","2/5/2021","2/8/2021","X","Option Expiration for X 2/5/2021 Call $20.00","OEXP","15S","",""
"2/5/2021","2/5/2021","2/9/2021","FVRR","Fiverr International
CUSIP: M4R82T106","Buy","0.364803","$274.12","($100.00)"
"2/5/2021","2/5/2021","2/9/2021","OKTA","Okta
CUSIP: 679295105","Buy","0.356008","$280.89","($100.00)"
"2/5/2021","2/5/2021","2/9/2021","TISI","Team
CUSIP: 878155100","Buy","9.443316","$10.59","($100.00)"
"2/5/2021","2/5/2021","2/9/2021","CURI","CuriosityStream
CUSIP: 23130Q107","Sell","16.1745","$18.58","$300.45"
"2/5/2021","2/5/2021","2/9/2021","LMND","Lemonade
CUSIP: 52567D107","Buy","0.34343","$145.59","($50.00)"
"2/5/2021","2/5/2021","2/9/2021","TISI","Team
CUSIP: 878155100","Buy","3.994514","$10.72","($42.82)"
"2/5/2021","2/5/2021","2/9/2021","TISI","Team
CUSIP: 878155100","Buy","0.670714","$10.70","($7.18)"
"2/5/2021","2/5/2021","2/9/2021","FVRR","Fiverr International
CUSIP: M4R82T106","Buy","0.000418","$263.14","($0.11)"
"2/5/2021","2/5/2021","2/9/2021","FVRR","Fiverr International
CUSIP: M4R82T106","Buy","0.189587","$263.14","($49.89)"
"2/4/2021","2/4/2021","2/8/2021","TISI","Team
CUSIP: 878155100","Buy","2.321392","$10.77","($25.00)"
"2/4/2021","2/4/2021","2/8/2021","TEAM","Atlassian
CUSIP: G06242104","Sell","0.204095","$241.55","$49.30"
"2/4/2021","2/4/2021","2/8/2021","TEAM","Atlassian
CUSIP: G06242104","Buy","0.203973","$245.00","($49.97)"
"2/4/2021","2/4/2021","2/8/2021","TEAM","Atlassian
CUSIP: G06242104","Buy","0.000122","$245.00","($0.03)"
"2/3/2021","2/3/2021","2/5/2021","SHOP","Shopify
CUSIP: 82509L107","Buy","0.040742","$1,227.22","($50.00)"
"2/2/2021","11/10/2021","2/4/2021","SHOP","Shopify
CUSIP: 82509L107","Buy","0.041702","$1,197.50","($49.94)"
"2/2/2021","11/10/2021","2/4/2021","SHOP","Shopify
CUSIP: 82509L107","BCXL","0.041702","$1,198.98","$50.00"
"2/2/2021","2/2/2021","2/4/2021","NMTR","9 Meters Biopharm
CUSIP: 654405109","Buy","33.82721","$1.48","($50.00)"
"2/2/2021","2/2/2021","2/4/2021","SHOP","Shopify
CUSIP: 82509L107","Buy","0.041702","$1,198.98","($50.00)"
"2/1/2021","2/1/2021","2/3/2021","APPN","Appian
CUSIP: 03782L101","Buy","0.487459","$205.15","($100.00)"
"2/1/2021","2/1/2021","2/2/2021","MSFT","MSFT 2/5/2021 Call $235.00","STC","2","$4.20","$839.97"
"1/29/2021","1/29/2021","2/1/2021","X","X 2/5/2021 Call $20.00","BTO","1","$0.32","($32.00)"
"1/29/2021","1/29/2021","2/1/2021","X","X 2/5/2021 Call $20.00","BTO","5","$0.33","($165.00)"
"1/29/2021","1/29/2021","2/1/2021","X","X 2/5/2021 Call $20.00","BTO","9","$0.33","($297.00)"
"1/29/2021","1/29/2021","2/1/2021","RKT","RKT 2/5/2021 Call $25.00","BTC","2","$0.40","($80.00)"
"1/29/2021","1/29/2021","2/1/2021","MSFT","MSFT 2/5/2021 Call $235.00","BTO","2","$3.80","($760.00)"
"1/29/2021","1/29/2021","2/2/2021","FSLY","Fastly
CUSIP: 31188V100","Sell","7","$108.94","$762.56"
"1/29/2021","1/29/2021","2/2/2021","FSLY","Fastly
CUSIP: 31188V100","Sell","0.243995","$108.96","$26.59"
"1/28/2021","1/28/2021","2/1/2021","APPN","Appian
CUSIP: 03782L101","Buy","0.223748","$223.46","($50.00)"
"1/28/2021","1/28/2021","2/1/2021","MRNA","Moderna
CUSIP: 60770K107","Buy","2.996845","$164.75","($493.73)"
"1/28/2021","1/28/2021","2/1/2021","MRNA","Moderna
CUSIP: 60770K107","Buy","0.038128","$164.58","($6.27)"
"1/27/2021","1/27/2021","1/29/2021","CLII","Climate Change Crisis Real Impact
CUSIP: 18716C100","Buy","100","$20.62","($2,062.00)"
"1/27/2021","1/27/2021","1/29/2021","SENS","Senseonics
CUSIP: 81727U105","Buy","200","$2.43","($485.62)"
"1/27/2021","1/27/2021","1/29/2021","APPN","Appian
CUSIP: 03782L101","Buy","0.20128","$248.41","($50.00)"
"1/27/2021","1/27/2021","1/28/2021","RKT","RKT 2/5/2021 Call $25.00","STO","2","$1.55","$309.98"
"1/27/2021","1/27/2021","1/29/2021","APPN","Appian
CUSIP: 03782L101","Buy","0.240384","$202.73","($48.73)"
"1/27/2021","1/27/2021","1/29/2021","APPN","Appian
CUSIP: 03782L101","Buy","0.006264","$202.73","($1.27)"
"1/26/2021","11/10/2021","1/28/2021","RGEN","Repligen
CUSIP: 759916109","Buy","0.245821","$202.77","($49.85)"
"1/26/2021","11/10/2021","1/28/2021","RGEN","Repligen
CUSIP: 759916109","BCXL","0.245821","$203.40","$50.00"
"1/26/2021","1/26/2021","1/28/2021","RGEN","Repligen
CUSIP: 759916109","Buy","0.245821","$203.40","($50.00)"
"1/26/2021","1/26/2021","1/28/2021","MELI","MercadoLibre
CUSIP: 58733R102","Buy","0.027821","$1,797.16","($50.00)"
